Ingredient,Count
vanilla extract,1.0 teaspoon vanilla extract
vanilla extract,0.72 teaspoons vanilla extract
vanilla extract,1.0 tablespoon vanilla extract
vanilla extract,0.0952380952381 teaspoon vanilla extract
vanilla extract,0.666666666667 teaspoon vanilla extract
vanilla extract,0.571428571429 teaspoon vanilla extract
vanilla extract,1.2 teaspoon vanilla extract
vanilla extract,4.0 teaspoons vanilla extract
vanilla extract,2.0 tablespoon vanilla extract
vanilla extract,1.33333333333 teaspoon vanilla extract
vanilla extract,2.0 teaspoon vanilla extract
vanilla extract,0.666666666667 tablespoon vanilla extract
vanilla extract,2.0 teaspoon vanilla extract
vanilla extract,2.0 teaspoons vanilla extract
vanilla extract,8.0 teaspoons vanilla extract
vanilla extract,2.0 teaspoon vanilla extract
vanilla extract,2.0 teaspoon vanilla extract
vanilla extract,1.6 teaspoons vanilla extract
vanilla extract,1.33333333333 teaspoon vanilla extract
vanilla extract,2.0 teaspoon vanilla extract
vanilla extract,2.0 teaspoons vanilla extract
vanilla extract,1.0 teaspoon vanilla extract
vanilla extract,1.0 teaspoon vanilla extract
vanilla extract,2.0 teaspoon vanilla extract
vanilla extract,1.33333333333 teaspoon vanilla extract
vanilla extract,1.33333333333 teaspoon vanilla extract
vanilla extract,2.0 teaspoons vanilla extract
vanilla extract,2.0 teaspoon vanilla extract
vanilla extract,1.0 teaspoon vanilla extract
vanilla extract,2.66666666667 tablespoon vanilla extract
vanilla extract,4.0 teaspoon vanilla extract
vanilla extract,1.33333333333 teaspoon vanilla extract
all-purpose flour,4.36363636364 cups all-purpose flour
all-purpose flour,5.0 cups all-purpose flour
all-purpose flour,6.0 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,3.0 cups all-purpose flour
all-purpose flour,6.0 cups all-purpose flour
all-purpose flour,3.0 cups all-purpose flour
all-purpose flour,2.5 cups all-purpose flour
all-purpose flour,4.5 cups all-purpose flour
all-purpose flour,1.33333333333 cup all-purpose flour
all-purpose flour,2.25 cups all-purpose flour
all-purpose flour,3.42857142857 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,3.375 cups all-purpose flour
all-purpose flour,0.5 cup all-purpose flour
all-purpose flour,0.666666666667 cup all-purpose flour
all-purpose flour,2.33333333333 cups all-purpose flour
all-purpose flour,3.375 cups all-purpose flour
all-purpose flour,5.0 cups all-purpose flour
all-purpose flour,2.5 cups all-purpose flour
all-purpose flour,2.25 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,1.6 cups all-purpose flour
all-purpose flour,3.6 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,1.33333333333 cup all-purpose flour
all-purpose flour,3.6 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,2.22222222222 cups all-purpose flour
all-purpose flour,5.4 cups all-purpose flour
all-purpose flour,2.5 cups all-purpose flour
all-purpose flour,2.33333333333 cups all-purpose flour
all-purpose flour,2.85714285714 cups all-purpose flour
all-purpose flour,2.54545454545 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,0.857142857143 cups all-purpose flour
all-purpose flour,2.4 cups all-purpose flour
all-purpose flour,4.5 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,7.0 cups all-purpose flour
all-purpose flour,1.33333333333 cups all-purpose flour
all-purpose flour,1.5 cups all-purpose flour
all-purpose flour,2.66666666667 cups all-purpose flour
all-purpose flour,1.5 cups all-purpose flour
all-purpose flour,2.28571428571 cups all-purpose flour
all-purpose flour,2.25 cups all-purpose flour
all-purpose flour,2.4 cups all-purpose flour
all-purpose flour,1.6 cup all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,2.66666666667 cups all-purpose flour
all-purpose flour,2.5 cups all-purpose flour
all-purpose flour,3.5 cups all-purpose flour
all-purpose flour,1.4 cups all-purpose flour
all-purpose flour,6.0 cups all-purpose flour
all-purpose flour,6.0 cups all-purpose flour
all-purpose flour,1.8 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,1.2 cups all-purpose flour
all-purpose flour,2.25 cups all-purpose flour
all-purpose flour,2.25 cups all-purpose flour
all-purpose flour,4.57142857143 cups all-purpose flour
all-purpose flour,2.66666666667 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,5.81333333333 cups all-purpose flour
all-purpose flour,1.71428571429 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,1.71428571429 cups all-purpose flour
all-purpose flour,2.33333333333 cups all-purpose flour
all-purpose flour,3.55555555556 cups all-purpose flour
all-purpose flour,1.8 cups all-purpose flour
all-purpose flour,3.66666666667 cups all-purpose flour
all-purpose flour,2.66666666667 cups all-purpose flour
all-purpose flour,1.33333333333 cup all-purpose flour
all-purpose flour,1.10769230769 cups all-purpose flour
all-purpose flour,4.5 cups all-purpose flour
all-purpose flour,2.66666666667 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,1.0 cup all-purpose flour
all-purpose flour,4.5 cups all-purpose flour
all-purpose flour,3.33333333333 cups all-purpose flour
all-purpose flour,2.5 cups all-purpose flour
all-purpose flour,2.25 cups all-purpose flour
all-purpose flour,2.66666666667 cups all-purpose flour
all-purpose flour,5.0 cups all-purpose flour
all-purpose flour,0.857142857143 cups all-purpose flour
all-purpose flour,6.5 cups all-purpose flour
all-purpose flour,6.4 cups all-purpose flour
all-purpose flour,4.5 cups all-purpose flour
all-purpose flour,2.66666666667 cups all-purpose flour
all-purpose flour,7.2 cups all-purpose flour
all-purpose flour,1.125 cups all-purpose flour
all-purpose flour,3.2 cups all-purpose flour
all-purpose flour,1.5 cups all-purpose flour
all-purpose flour,2.6 cups all-purpose flour
all-purpose flour,1.33333333333 cup all-purpose flour
all-purpose flour,3.8 cups all-purpose flour
all-purpose flour,0.3333333333333333 cup all-purpose flour
all-purpose flour,3.6 cups all-purpose flour
all-purpose flour,2.75 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,1.125 cups all-purpose flour
all-purpose flour,3.33333333333 cups all-purpose flour
all-purpose flour,1.66666666667 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,4.0 cup all-purpose flour
all-purpose flour,2.5 cups all-purpose flour
all-purpose flour,3.5 cups all-purpose flour
all-purpose flour,0.333333333333 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,1.5 cups all-purpose flour
all-purpose flour,2.1 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,8.0 cups all-purpose flour
all-purpose flour,3.33333333333 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,3.0 cups all-purpose flour
all-purpose flour,0.8 cup all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,3.42857142857 cups all-purpose flour
all-purpose flour,7.0 cups all-purpose flour
all-purpose flour,4.5 cups all-purpose flour
all-purpose flour,4.0 cups all-purpose flour
all-purpose flour,2.4 cups all-purpose flour
all-purpose flour,3.0 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,2.75 cups all-purpose flour
all-purpose flour,3.0 cups all-purpose flour
all-purpose flour,5.0 cups all-purpose flour
all-purpose flour,2.66666666667 cups all-purpose flour
all-purpose flour,3.0 cups all-purpose flour
all-purpose flour,3.0 cups all-purpose flour
all-purpose flour,4.57142857143 cups all-purpose flour
all-purpose flour,5.0 cups all-purpose flour
all-purpose flour,2.0 cups all-purpose flour
all-purpose flour,8.0 cups all-purpose flour
all-purpose flour,8.0 cups all-purpose flour
salt,0.5 teaspoon salt
salt,1.45454545455 teaspoon salt
salt,4.0 teaspoons salt
salt,2.0 teaspoon salt
salt,0.25 teaspoon salt
salt,1.5 teaspoon salt
salt,0.5 teaspoon salt
salt,2.0 teaspoon salt
salt,2.0 teaspoon salt
salt,0.333333333333 teaspoon salt
salt,0.857142857143 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,0.25 teaspoon salt
salt,0.333333333333 teaspoon salt
salt,1.5 teaspoon salt
salt,1.0 teaspoon salt
salt,0.5 teaspoon salt
salt,1.0 teaspoon salt
salt,0.4 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,1.33333333333 teaspoon salt
salt,0.5 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,2.4 teaspoon salt
salt,1.0 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,1.14285714286 teaspoon salt
salt,0.727272727273 teaspoon salt
salt,0.333333333333 teaspoon salt
salt,0.571428571429 teaspoon salt
salt,1.2 teaspoon salt
salt,1.0 teaspoon salt
salt,2.0 teaspoon salt
salt,1.0 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,0.5 teaspoon salt
salt,1.0 teaspoon salt
salt,2.0 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,0.25 teaspoon salt
salt,0.333333333333 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,0.4 teaspoon salt
salt,1.0 teaspoon salt
salt,0.8 teaspoon salt
salt,2.0 teaspoon salt
salt,0.333333333333 teaspoon salt
salt,0.25 teaspoon salt
salt,0.5 teaspoon salt
salt,0.4 teaspoon salt
salt,1.0 teaspoon salt
salt,0.857142857143 teaspoon salt
salt,1.2 teaspoon salt
salt,0.2 teaspoon salt
salt,2.0 teaspoon salt
salt,0.8 teaspoon salt
salt,1.0 teaspoon salt
salt,0.4 teaspoon salt
salt,1.0 teaspoon salt
salt,0.571428571429 teaspoon salt
salt,1.33333333333 teaspoon salt
salt,1.33333333333 teaspoon salt
salt,2.28571428571 teaspoons salt
salt,0.24 tablespoons salt
salt,1.2 teaspoon salt
salt,1.14285714286 teaspoon salt
salt,1.33333333333 teaspoon salt
salt,0.4 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,0.5 teaspoon salt
salt,0.276923076923 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,0.8 teaspoon salt
salt,1.0 teaspoon salt
salt,0.6 teaspoon salt
salt,0.5 teaspoon salt
salt,1.33333333333 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,1.0 teaspoon salt
salt,0.571428571429 teaspoon salt
salt,1.0 teaspoon salt
salt,0.8 teaspoon salt
salt,1.0 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,1.2 teaspoon salt
salt,0.2 teaspoon salt
salt,0.5 teaspoon salt
salt,4.0 teaspoon salt
salt,0.8 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,0.8 teaspoon salt
salt,0.333333333333 teaspoon salt
salt,0.75 teaspoon salt
salt,0.5 teaspoon salt
salt,0.25 teaspoon salt
salt,0.333333333333 teaspoon salt
salt,0.5 teaspoon salt
salt,0.8 teaspoon salt
salt,1.0 teaspoon salt
salt,0.24 teaspoon salt
salt,0.047619047619 teaspoon salt
salt,1.0 teaspoon salt
salt,0.333333333333 teaspoon salt
salt,0.428571428571 teaspoon salt
salt,0.6 teaspoon salt
salt,0.5 teaspoon salt
salt,2.0 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,0.5 teaspoon salt
salt,1.33333333333 teaspoons salt
salt,1.0 teaspoon salt
salt,2.0 teaspoon salt
salt,2.0 teaspoon salt
salt,1.0 teaspoon salt
salt,0.4 teaspoon salt
salt,0.666666666667 teaspoon salt
salt,2.0 teaspoon salt
salt,0.25 teaspoon salt
salt,0.5 teaspoon salt
salt,1.0 teaspoon salt
salt,5.33333333333 teaspoons salt
salt,1.33333333333 teaspoon salt
salt,1.0 teaspoon salt
salt,"0.666666666667 teaspoon salt, or to taste"
salt,0.5 teaspoon salt
salt,4.0 teaspoon salt
salt,1.33333333333 teaspoon salt
brown sugar,0.75 cup brown sugar
brown sugar,1.0 cup brown sugar
brown sugar,1.0 cup brown sugar
brown sugar,1.0 cups packed brown sugar
brown sugar,3.0 cup packed brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,2.0 cup packed light brown sugar
brown sugar,1.5 cup brown sugar
brown sugar,0.444444444444 cup packed brown sugar
brown sugar,0.75 cup packed brown sugar
brown sugar,0.666666666667 cup light brown sugar
brown sugar,0.75 cup light brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,0.75 cup packed light brown sugar
brown sugar,2.0 cup packed brown sugar
brown sugar,1.0 cup brown sugar
brown sugar,0.75 cup packed brown sugar
brown sugar,1.5 cup packed brown sugar
brown sugar,0.8 cup packed brown sugar
brown sugar,1.2 cup packed light brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,1.33333333333 cup light brown sugar
brown sugar,1.2 cup packed brown sugar
brown sugar,1.5 cup packed brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,1.8 cup brown sugar
brown sugar,0.75 cup packed brown sugar
brown sugar,0.666666666667 cup packed brown sugar
brown sugar,1.14285714286 cup packed brown sugar
brown sugar,0.727272727273 cup packed light brown sugar
brown sugar,0.428571428571 cup packed brown sugar
brown sugar,1.2 cup brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,2.0 cup packed brown sugar
brown sugar,1.25 cups brown sugar
brown sugar,1.33333333333 cup brown sugar
brown sugar,4.0 cup packed brown sugar
brown sugar,0.666666666667 cup packed brown sugar
brown sugar,0.333333333333 cup light brown sugar
brown sugar,1.14285714286 cups packed brown sugar
brown sugar,0.75 cup packed light brown sugar
brown sugar,0.8 cup packed brown sugar
brown sugar,1.5 cup brown sugar
brown sugar,1.6 cup packed brown sugar
brown sugar,1.33333333333 cup packed brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,0.75 cup brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,1.0 cups packed brown sugar
brown sugar,4.0 cups brown sugar
brown sugar,"0.857142857143 cup brown sugar, light or dark"
brown sugar,1.8 cup packed brown sugar
brown sugar,0.6 cup packed brown sugar
brown sugar,1.5 cup packed brown sugar
brown sugar,1.2 cups packed brown sugar
brown sugar,0.75 cup packed brown sugar
brown sugar,1.6 cups brown sugar
brown sugar,0.75 cup brown sugar
brown sugar,1.42857142857 cups packed brown sugar
brown sugar,0.666666666667 cup brown sugar
brown sugar,1.66666666667 cups packed brown sugar
brown sugar,2.85714285714 cups packed brown sugar
brown sugar,2.0 cups packed brown sugar
brown sugar,1.14285714286 cup brown sugar
brown sugar,2.4 cups packed brown sugar
brown sugar,1.14285714286 cup brown sugar
brown sugar,1.33333333333 cup brown sugar
brown sugar,2.66666666667 cups brown sugar
brown sugar,0.8 cup packed brown sugar
brown sugar,0.666666666667 cup packed brown sugar
brown sugar,0.738461538462 cups packed brown sugar
brown sugar,1.0 cup brown sugar
brown sugar,1.0 cup brown sugar
brown sugar,0.4 cup packed brown sugar
brown sugar,8.0 tablespoons brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,0.75 cup brown sugar
brown sugar,2.0 cup packed brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,0.571428571429 cup packed brown sugar
brown sugar,1.5 cups packed brown sugar
brown sugar,0.666666666667 cup packed brown sugar
brown sugar,2.4 cup brown sugar
brown sugar,0.25 cup light brown sugar
brown sugar,0.8 cup packed light brown sugar
brown sugar,0.444444444444 cup packed brown sugar
brown sugar,1.33333333333 cup packed brown sugar
brown sugar,1.2 cups brown sugar
brown sugar,1.6 cups brown sugar
brown sugar,1.5 cups packed brown sugar
brown sugar,1.0 cup packed light brown sugar
brown sugar,0.25 cup packed brown sugar
brown sugar,1.33333333333 cup packed brown sugar
brown sugar,0.4 cup packed brown sugar
brown sugar,1.33333333333 cup brown sugar
brown sugar,0.48 cup packed brown sugar
brown sugar,1.25 cups packed brown sugar
brown sugar,0.0952380952381 cup packed brown sugar
brown sugar,0.5 cup light brown sugar
brown sugar,0.9 cup light brown sugar
brown sugar,2.0 cup packed brown sugar
brown sugar,3.0 cups packed brown sugar
brown sugar,1.0 cup brown sugar
brown sugar,1.0 cups packed light brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,4.0 cups brown sugar
brown sugar,1.5 cup brown sugar
brown sugar,1.5 cup packed brown sugar
brown sugar,0.8 cup packed brown sugar
brown sugar,1.0 cup brown sugar
brown sugar,1.5 cup packed brown sugar
brown sugar,0.75 cup brown sugar
brown sugar,0.75 cup packed brown sugar
brown sugar,1.5 cup packed brown sugar
brown sugar,2.0 cup packed brown sugar
brown sugar,1.33333333333 cup brown sugar (packed)
brown sugar,0.666666666667 cup brown sugar
brown sugar,1.0 cup packed brown sugar
brown sugar,2.28571428571 cup light brown sugar
brown sugar,1.5 cup packed brown sugar
brown sugar,1.0 cup brown sugar
brown sugar,2.66666666667 cup brown sugar
brown sugar,3.0 cup brown sugar
butter,"1.0 cup unsalted butter, softened"
butter,"1.45454545455 cup butter, softened"
butter,2.0 cup butter
butter,"1.0 cup butter, softened"
butter,"1.33333333333 cups butter, softened"
butter,"2.25 cup unsalted butter, melted"
butter,"1.0 cup butter, softened"
butter,"2.0 cup butter, softened"
butter,0.666666666667 cup butter
butter,"1.0 cup butter, softened"
butter,"1.71428571429 cup butter, softened"
butter,0.666666666667 cup butter
butter,"1.5 cup unsalted butter, very soft"
butter,3.0 tablespoons unsalted butter
butter,8.0 tablespoons butter
butter,1.33333333333 cup unsalted butter
butter,1.5 cup unsalted butter
butter,"1.0 cup butter, softened"
butter,1.0 cup butter
butter,"1.0 cup butter, softened"
butter,1.0 cup unsalted butter
butter,"0.8 cup butter, softened"
butter,"1.6 cup butter, softened"
butter,1.33333333333 cup butter
butter,1.0 cup butter
butter,"1.0 cup butter, softened"
butter,"2.4 cup butter, softened"
butter,1.0 cup butter
butter,1.14285714286 cup butter
butter,"0.484848484848 cup butter, softened"
butter,"8.0 tablespoons butter, softened"
butter,"1.0 cup butter, softened"
butter,"0.5 cup unsalted butter, melted"
butter,"0.666666666667 cup butter, softened"
butter,"1.33333333333 cup butter, softened"
butter,2.0 cup unsalted butter
butter,0.666666666667 cup unsalted butter
butter,0.5 cup butter
butter,0.666666666667 cup butter
butter,1.14285714286 cups butter
butter,1.2 cup butter
butter,"1.0 cup unsalted butter, softened"
butter,2.0 cup butter
butter,"0.666666666667 cup butter, softened"
butter,0.5 cup butter
butter,"0.8 cup butter, softened"
butter,4.0 cups butter
butter,"6.85714285714 tablespoons butter, at room temperature"
butter,"2.4 cup butter, chilled"
butter,"1.0 cup butter, softened"
butter,"0.8 cup butter, softened"
butter,"1.0 cup butter, softened"
butter,"1.6 cups butter, softened"
butter,"1.0 cup unsalted butter, softened"
butter,"1.0 cup butter, softened"
butter,1.33333333333 cups butter
butter,"1.14285714286 cup butter, softened"
butter,"1.6 cup butter, softened"
butter,1.14285714286 cup butter
butter,"0.666666666667 cup butter, softened"
butter,"1.33333333333 cup butter, melted"
butter,"0.5 cup butter, softened"
butter,"0.8 cup butter, softened"
butter,"1.33333333333 cup butter, softened"
butter,"0.5 cup butter, softened"
butter,0.666666666667 cup butter
butter,1.0 cup butter
butter,"0.666666666667 cup butter, softened"
butter,1.0 cup butter
butter,1.33333333333 cups butter
butter,"0.8 cup butter, softened"
butter,"1.8 cup unsalted butter, softened"
butter,0.666666666667 cup butter
butter,1.0 cup butter
butter,1.0 cup butter
butter,"1.06666666667 cups butter, softened"
butter,1.0 cup unsalted butter
butter,"1.0 cup unsalted butter, softened"
butter,"1.5 cup butter, softened"
butter,"3.2 cup unsalted butter, softened"
butter,"2.4 cup butter, softened"
butter,"0.5 cup butter, softened"
butter,0.8 cup butter
butter,"0.666666666667 cup butter, softened"
butter,0.8 cup butter
butter,0.666666666667 cup butter
butter,"1.0 cup butter, softened"
butter,"1.0 cup butter, softened"
butter,0.666666666667 cup butter
butter,0.833333333333 cups butter
butter,"2.0 cup butter, softened"
butter,"1.0 cup butter, softened"
butter,"1.5 cups butter, softened"
butter,"0.0952380952381 cup butter, softened"
butter,"0.666666666667 cup butter, softened"
butter,0.571428571429 cup butter
butter,"1.2 cup butter, softened"
butter,0.25 cup butter
butter,"3.0 cups butter, softened"
butter,"0.666666666667 cup butter, softened"
butter,1.0 cup butter
butter,"0.666666666667 cup butter, softened"
butter,0.6 cup unsalted butter
butter,"1.0 cup butter, softened"
butter,"0.5 cup butter, softened"
butter,0.5 cup unsalted butter
butter,0.571428571429 cups butter
butter,"2.0 cup butter, softened"
butter,"2.0 cup butter, melted"
butter,"2.0 cup butter, room temperature"
butter,"0.4 cup butter, softened"
butter,"0.666666666667 cup unsalted butter, softened"
butter,"2.0 cup butter, softened"
butter,12.0 tablespoons butter
butter,"0.666666666667 cup butter, softened"
butter,"0.5 cup butter, softened"
butter,1.14285714286 cup butter
butter,"1.0 cup butter, softened"
butter,"2.66666666667 tablespoon butter, or as needed"
butter,"2.66666666667 cup butter, softened"
butter,"1.33333333333 cup butter, softened"
walnuts,0.5 cup chopped walnuts (optional)
walnuts,1.33333333333 cups chopped walnuts (optional)
walnuts,1.0 cup chopped walnuts
walnuts,2.0 cup chopped walnuts
walnuts,0.333333333333 cup chopped walnuts
walnuts,1.0 cup chopped walnuts
walnuts,1.0 cup chopped walnuts
walnuts,1.2 cups chopped walnuts
walnuts,1.6 cup chopped walnuts
walnuts,0.666666666667 cup chopped walnuts (optional)
walnuts,2.0 cup chopped walnuts
walnuts,1.0 cups chopped walnuts
walnuts,1.0 cup chopped walnuts
walnuts,1.5 cup chopped walnuts
walnuts,2.0 cup chopped walnuts
walnuts,0.5 cup chopped walnuts
walnuts,0.8 cup chopped walnuts
walnuts,2.0 cup chopped walnuts
walnuts,0.8 cup chopped walnuts
walnuts,1.14285714286 cup chopped walnuts
walnuts,1.10769230769 cups chopped walnuts
walnuts,2.0 cups chopped walnuts
walnuts,"3.6 cups chopped walnuts, toasted"
walnuts,1.0 cup chopped walnuts (optional)
walnuts,1.0 cup chopped walnuts
walnuts,0.8 cup chopped walnuts
walnuts,1.33333333333 cup chopped walnuts
walnuts,4.0 cups chopped walnuts
walnuts,1.0 cup chopped walnuts
walnuts,0.6 cup chopped walnuts (optional)
walnuts,0.5 cup chopped walnuts
walnuts,0.4 cup chopped walnuts
walnuts,0.2 cup chopped walnuts
walnuts,0.333333333333 cup chopped walnuts
walnuts,0.5 cup chopped walnuts
walnuts,1.0 cup chopped walnuts (optional)
walnuts,0.571428571429 cup chopped walnuts
walnuts,3.0 cups chopped walnuts
walnuts,0.571428571429 cups chopped walnuts
walnuts,0.4 cup chopped walnuts
walnuts,2.0 cup chopped walnuts (optional)
walnuts,0.5 cup chopped walnuts (optional)
walnuts,1.33333333333 cup chopped walnuts (optional)
walnuts,1.0 cup chopped walnuts
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
